"","name_country","Distributor Group","sumcountryis_air","sumcountryis_nat.soil_offfield","sumcountryis_water_offfield","sumcountryis_agr.soil","sumvaluedistributor","sumcountryis"
"129","BULGARIA","ISHIHARA-SANGYO",5921.44749003917,983.7084475216,176.29864917629,46855.6259844589,431.8,53937.080571196
"130","BULGARIA","MITSUI-CHEMICAL-AGRO-SANKYO",26140869.1795943,786788.176922547,6680173.30289633,19762982.1130925,393.754,53370812.7725057
"131","BULGARIA","SUMITOMO-CORP",37141855.756668,1988491.51251022,11197252.6633229,69444513.1172611,2165.727,119772113.049762
"132","BULGARIA","SYNGENTA",683244157.419733,42527226.0654324,51196676.8942912,2347572464.51681,23961.689,3124540524.89627
"133","BULGARIA","UNITED-PHOSPHOROUS/UPL",188421581.036635,3245051.01266487,87932763.3051319,92351034.9949017,1269.845,371950430.349334
"134","BULGARIA","VARIOUS",538174876.661336,21854493.5352422,193605133.026084,544585085.712986,7445.14,1298219588.93565
"135","CAMEROON","VARIOUS",0,0,0,0,42765.334,0
"136","CANADA","ADAMA",172740424.018639,2013518.08210807,238338342.032323,136813343.301229,11785.043,549905627.4343
"137","CANADA","AMVAC",126583.742299503,784914.512223487,1111902.72849568,53098307.5211282,589.287,55121708.5041469
"138","CANADA","BASF",146354743.525695,8505424.34999105,41612555.675169,519082270.006621,319403.411,715554993.557476
"139","CANADA","BAYER-CROPSCIENCE",203467949.543799,9782543.37746064,27752881.171988,730026490.481791,427277.256,971029864.575039
"140","CANADA","BELCHIM",0,0,0,142618.730230043,1132.314,142618.730230043
"141","CANADA","CORTEVA-(DOW/DUPONT)",101801508.922779,6437769.60175335,114279057.218329,649846981.24666,183151.395,872365316.989522
"142","CANADA","FMC",122657121.187737,9172702.65469262,36310469.988252,908050063.74711,59992.33,1076190357.57779
"143","CANADA","GOWAN",12714765.5029643,3736328.01255044,44170392.118915,253500738.348765,25140.385,314122223.983195
"144","CANADA","ISHIHARA-SANGYO",28333.9442443289,312.604754249808,13796.1420414131,21147.9836106319,430.984,63590.6746506237
"145","CANADA","NIPPON-SODA-CO.LTD",10297.3080513093,522.808226428301,1348.13900405635,35370.8134199146,399.387,47539.0687017085
"146","CANADA","NUFARM",53290294.9155612,4607748.67728971,21575918.0376004,309132494.900621,57807.059,388606456.531072
"147","CANADA","SYNGENTA",2468224727.76099,90146438.2023367,896939389.24741,5927576268.99665,295205.686,9382886824.20739
"148","CANADA","TESSENDERLO-KERLEY",79452283.5384971,5547178.88956873,9252602.04829081,318166667.379305,3211.377,412418731.855662
"149","CANADA","UNITED-PHOSPHOROUS/UPL",139904611.353377,7154690.21628224,15044265.3905384,1939917207.83168,20193.502,2102020774.79187
"150","CANADA","VARIOUS",478027986.442,19777395.2336603,142012122.402233,1985504477.61482,99809.368,2625321981.69271
"151","CENTRAL AMERICA-CARIBBEAN","ADAMA",14640750.6053303,1299667.73617843,703057.222066322,87004122.8613177,480.613,103647598.424893
"152","CENTRAL AMERICA-CARIBBEAN","ADEKA",301.947464090095,648.251339546769,613.629080183391,43549.1680090687,49.942,45112.995892889
"153","CENTRAL AMERICA-CARIBBEAN","AMVAC",1217618.61262045,3002353.83246902,910961.764733835,17948902.2125787,70.466,23079836.422402
"154","CENTRAL AMERICA-CARIBBEAN","BASF",3321833.38395035,52170.7296673048,1043319.422351,5922203.12331939,867.413,10339526.659288
"155","CENTRAL AMERICA-CARIBBEAN","BAYER-CROPSCIENCE",44653636.2423064,617930.712933363,5584016.09972451,23567021.7535081,2209.195,74422604.8084724
"156","CENTRAL AMERICA-CARIBBEAN","CORTEVA-(DOW/DUPONT)",23669993.3670252,2571729.70302796,3193051.57986821,248015657.427895,976.752,277450432.077817
"157","CENTRAL AMERICA-CARIBBEAN","FMC",30222.7192874328,43.5804820434257,6309.0181528695,2927.72123694691,66.64,39503.0391592927
"158","CENTRAL AMERICA-CARIBBEAN","GOWAN",37963.7776647694,783.22454643845,3165.33112839035,52616.2333584249,18.13,94528.5666980231
"159","CENTRAL AMERICA-CARIBBEAN","ISAGRO",579485.314833849,1441.96816352775,211977.365577409,96870.0216925935,23.487,889774.67026738
"160","CENTRAL AMERICA-CARIBBEAN","JANSSEN",266591.425980295,4392.98704048002,102286.227081725,10244.3429600392,291.74,383514.983062539
"161","CENTRAL AMERICA-CARIBBEAN","MITSUI-CHEMICAL-AGRO-SANKYO",6826.81960337743,871.527198930685,475.69244302078,26647.5757798294,233.662,34821.6150251583
"162","CENTRAL AMERICA-CARIBBEAN","NIPPON-SODA-CO.LTD",46869.3423003658,201.982471575505,5309.46004356044,28571.6691037845,42.853,80952.4539192862
"163","CENTRAL AMERICA-CARIBBEAN","NUFARM",2197860.01749066,383152.06410988,25709.4278514278,25728955.5505336,576.061,28335677.0599856
"164","CENTRAL AMERICA-CARIBBEAN","SINOCHEM",139042.328882928,22650.1293362099,3170.70268535082,1521749.30636633,192.633,1686612.46727082
"165","CENTRAL AMERICA-CARIBBEAN","SUMITOMO CHEMICAL",82613.8665407335,10735.6967146822,4274.83124149549,721246.528428155,467.557,818870.922925066
"166","CENTRAL AMERICA-CARIBBEAN","SYNGENTA",54533737.7597558,4061776.44470093,7035530.27255266,236271046.073238,2432.478,301902090.550248
"167","CENTRAL AMERICA-CARIBBEAN","UNITED-PHOSPHOROUS/UPL",196430.808103011,19710.8453552653,8144.33217759442,1317780.33699171,710.406,1542066.32262758
"168","CENTRAL AMERICA-CARIBBEAN","VARIOUS",947573126.918754,18572297.4002657,290706462.124392,1230406723.84266,6745.317,2487258610.28607
"169","CHILE","ADAMA",95157617.0984163,10099730.3283299,78528978.7504871,677496216.813497,5980.597,861282542.99073
"170","CHILE","BASF",227973835.042862,7326579.48009872,38127564.5088611,571871212.617309,36494.531,845299191.649131
"171","CHILE","BAYER-CROPSCIENCE",632318057.667784,17447263.8687823,110327409.110211,1215458490.2602,87568.684,1975551220.90698
"172","CHILE","CORTEVA-(DOW/DUPONT)",82275511.9875933,5105815.26602747,66661261.8098364,424802711.410348,26338.286,578845300.473805
"173","CHILE","FMC",37561190.3540863,1712183.14570713,10055686.3788852,132248170.288436,11234.693,181577230.167114
"174","CHILE","NUFARM",66354987.2346259,9859215.58934293,1384547.21188507,764638199.395483,4679.59,842236949.431337
"175","CHILE","NUTRIEN",54520297.9583368,5345920.45838685,2830811.46526133,541191970.037438,2794.812,603888999.919423
"176","CHILE","SUMITOMO CHEMICAL",2397976.89725112,241791.134581736,1414666.79409232,16243303.3018834,17826.918,20297738.1278086
"177","CHILE","SYNGENTA",1357871422.77453,35236910.1225944,295713124.20326,2428005827.20082,51672.465,4116827284.3012
"178","CHILE","UNITED-PHOSPHOROUS/UPL",529709855.230936,86134121.9976316,9900907.61736207,5790081703.43572,40637.343,6415826588.28165
"179","CHILE","VARIOUS",1739725402.54235,205236476.318081,596813017.218454,14245417224.258,74240.9,16787192120.3369
"180","CHINA","ADAMA",330344173.997494,25718466.8789948,87072313.8280196,1837932374.21624,54172.849,2281067328.92075
"181","CHINA","ADEKA",15678209.6293568,2053414.1650825,1624831.37740409,141949052.052313,20869.652,161305507.224156
"182","CHINA","BASF",423844687.303845,24959238.4530169,277656578.289501,1681327852.75564,195421.537,2407788356.802
"183","CHINA","BAYER-CROPSCIENCE",307745638.853397,25939721.2146638,94850307.416396,1790677537.20802,353567.554,2219213204.69248
"184","CHINA","CHINESE-GENERIC",372326818068.09,22845480187.2476,182149001098.992,1890897596459,4406930.504,2468218895813.33
"185","CHINA","CORTEVA-(DOW/DUPONT)",2384867897.17004,198198388.736891,2798649234.40964,22915489128.2054,281088.091,28297204648.522
"186","CHINA","DE-SANGOSSE",0,0,0,0,1085.479,0
"187","CHINA","FMC",999193014.018455,41973238.0359341,528380676.035362,2925721283.43034,218793.93,4495268211.52009
"188","CHINA","GOWAN",1170072.25229439,56550.365543433,147678.051970797,16364804.3798746,320.622,17739105.0496832
"189","CHINA","HOKKO",96761888.7632284,17421519.9391441,1643285.85719078,1200414960.4798,10822.576,1316241655.03936
"190","CHINA","ISAGRO",254358.41952473,43330.278878436,5798.72561861101,2297323.14822096,1647.987,2600810.57224274
"191","CHINA","ISHIHARA-SANGYO",8910861.93301586,46029.0848941661,2351701.12280644,2824492.83557935,11621.661,14133084.9762958
"192","CHINA","KAKEN",199313.754953809,22396.804476942,13047.4495766186,1543195.42438716,2225.067,1777953.43339453
"193","CHINA","KUMIAI",4331904.56571241,41778.1856500032,3273100.88985884,2851022.2147026,5422.141,10497805.8559239
"194","CHINA","LONZA",0,0,0,0,993.731,0
"195","CHINA","MITSUI-CHEMICAL-AGRO-SANKYO",199793.736987727,27931.0090309349,11129.0513854272,1929444.9772282,5764.222,2168298.77463229
"196","CHINA","NIPPON-SODA-CO.LTD",42033136.2415693,3346542.01104216,5965594.6234424,235621358.095487,27405.05,286966630.971541
"197","CHINA","NISSAN-CHEMICALS",19527056.0780971,2198090.59165197,2024573.08931371,136750281.034124,25693.199,160500000.793186
"198","CHINA","NUFARM",213065679.940658,38357124.331562,5378979.31213286,2646596766.41293,6099.428,2903398549.99728
"199","CHINA","SDS-BIOTECH",276656042.859404,7456763.19013677,49123413.0858422,514015500.419372,2434.482,847251719.554755
"200","CHINA","SIPCAM-OXON",686987378.490727,19223375.2575205,248335024.596585,1108177189.97483,22161.333,2062722968.31967
"201","CHINA","SUMITOMO CHEMICAL",9744720923.45543,150456390.185102,15793434059.1889,6774966500.91269,20318.5,32463577873.7422
"202","CHINA","SYNGENTA",3995412608.99847,170761738.360303,2211444770.59431,14264590409.6558,346091.248,20642209527.6089
"203","CHINA","UNITED-PHOSPHOROUS/UPL",573601768.059213,76075559.5334565,47466958.37358,7883753953.55252,41265.818,8580898239.51877
"204","CHINA","VARIOUS",3418296514.38626,141854613.690968,4390323129.08412,10915581855.7824,93775.991,18866056112.9438
"205","COLOMBIA","ADAMA",2604344059.53912,128211062.108837,649204964.111297,5232938534.75814,29400.862,8614698620.5174
"206","COLOMBIA","BASF",70245203.0570806,4306184.66883766,26023217.9046875,199662306.523798,27137.554,300236912.154404
"207","COLOMBIA","BAYER-CROPSCIENCE",450768627.546308,31484024.3466929,39006460.1407196,2113503845.81892,50079.325,2634762957.85264
"208","COLOMBIA","CORTEVA-(DOW/DUPONT)",692876345.448192,69141748.2391333,745556564.913594,5949841441.1013,57429.813,7457416099.70222
"209","COLOMBIA","FMC",830911490.820813,39404704.2240273,103122134.628109,2647740605.95076,27447.21,3621178935.62371
"210","COLOMBIA","ISAGRO",155615552.782407,9106557.6939153,34615999.3214981,616691091.599118,3684.135,816029201.396938
"211","COLOMBIA","NUFARM",414701734.015989,29340158.5480543,76289682.8417666,2133807980.11118,12825.778,2654139555.51699
"212","COLOMBIA","SUMITOMO CHEMICAL",10905231.8144607,1163053.36927443,649552.358362257,76578932.5375734,6721.767,89296770.0796708
"213","COLOMBIA","SYNGENTA",154260616.362891,10692005.2971182,13513673.4423436,1101811132.45073,44940.251,1280277427.55309
"214","COLOMBIA","UNITED-PHOSPHOROUS/UPL",3731837090.41025,120959639.941298,558676371.716326,9102767675.90656,45718.268,13514240777.9744
"215","COLOMBIA","VARIOUS",6849428196.25879,423254839.481845,1187915979.33089,27667729121.4584,113657.886,36128328136.5299
"216","COSTA-RICA","ADAMA",3211969486.20781,304303818.345833,975779403.950783,5410876003.821,21125.995,9902928712.32543
"217","COSTA-RICA","ADEKA",41569.4873509731,7326.08204807655,2653.47607360091,487856.884515212,122.182,539405.929987862
