"","name_country","Distributor Group","sumcountryis_air","sumcountryis_nat.soil_offfield","sumcountryis_water_offfield","sumcountryis_agr.soil","sumvaluedistributor","sumcountryis"
"218","COSTA-RICA","AMVAC",165168366.408351,189371876.94023,438891091.932299,2464529742.09935,6248.39,3257961077.38023
"219","COSTA-RICA","BASF",40814503.3086029,2545803.10850738,10088047.9958281,109537057.735349,10132.362,162985412.148287
"220","COSTA-RICA","BAYER-CROPSCIENCE",1455199915.63221,2401347.22397001,181178414.272564,97986664.040723,15020.744,1736766341.16946
"221","COSTA-RICA","CORTEVA-(DOW/DUPONT)",179032351.302184,28030804.3651661,59631725.2427017,1147350035.70661,13066.235,1414044916.61666
"222","COSTA-RICA","EASTMAN-CHEM",1447975.57764785,34170.0840877778,166012.259496057,2273060.88411659,18.399,3921218.80534827
"223","COSTA-RICA","FMC",32274377.2176242,2202391.25454579,5253215.82154788,148168447.089021,1222.624,187898431.382739
"224","COSTA-RICA","ISAGRO",5610623.14255593,1041482.67117428,39344.6966543229,69966263.6458911,81.852,76657714.1562756
"225","COSTA-RICA","KUMIAI",500.867804659166,14.5740218944058,54.2002363010745,979.065964848553,13.359,1548.7080277032
"226","COSTA-RICA","MITSUI-CHEMICAL-AGRO-SANKYO",1565761.38813923,290960.828762373,11075.8512104639,19546593.4312964,1360.155,21414391.4994085
"227","COSTA-RICA","NIPPON-SODA-CO.LTD",20.8045317132241,0.124664470595769,3.17183141447408,8.37482526587767,6.115,32.4758528641716
"228","COSTA-RICA","NISSAN-CHEMICALS",147.734194011841,13.3868031274953,6.18620756194088,895.693843446943,24.66,1063.00104814822
"229","COSTA-RICA","OTSUKA",695890.184350642,6042.64148707516,107108.748836768,402005.747729479,118.265,1211047.32240396
"230","COSTA-RICA","SUMITOMO CHEMICAL",92860.0763060371,1059.52845357333,12874.2248502228,102097.817138638,3480.323,208891.646748471
"231","COSTA-RICA","SYNGENTA",813055293.2821,56449628.657553,242994128.363661,763541346.019374,10666.789,1876040396.32269
"232","COSTA-RICA","UNITED-PHOSPHOROUS/UPL",400407893.010664,78860583.7701721,102008714.6978,1664285834.34706,7789.508,2245563025.82569
"233","COSTA-RICA","VARIOUS",8590363049.90661,867893186.404518,2521257134.55273,8997366968.06104,34448.398,20976880338.9249
"234","CROATIA","BASF",6305093.44711935,698173.555536673,805552.181736529,76817409.1985017,1898.916,84626228.3828943
"235","CROATIA","BAYER-CROPSCIENCE",10726387.8512499,383345.939106854,948373.40075229,47343549.5024468,11084.519,59401656.6935558
"236","CROATIA","BELCHIM",10802968.5524232,1076125.79775387,504868.146962158,124378321.125677,1767.273,136762283.622817
"237","CROATIA","SYNGENTA",174143183.634681,13294438.4780818,22583749.2778678,928873585.597713,10988.482,1138894956.98834
"238","CROATIA","VARIOUS",310008668.58112,13614853.0151574,121093524.44097,974270449.916081,13109.359,1418987495.95333
"239","CUBA","ADAMA",218215254.890461,9619121.97581198,29229678.5584373,830858064.776578,5058.281,1087922120.20129
"240","CUBA","BASF",3287190.54125367,165044.737086532,182271.768402833,42554750.8956099,2865.785,46189257.942353
"241","CUBA","BAYER-CROPSCIENCE",619894316.353897,863227.231471426,75927646.014484,59867566.9876011,5832.191,756552756.587453
"242","CUBA","ISAGRO",26189809.7085753,3506754.07641076,945501.553898699,273019946.256278,845.964,303662011.595163
"243","CUBA","SUMITOMO CHEMICAL",1699.91497338869,49.4633470355592,183.952317143041,3322.89054736479,47.399,5256.22118493207
"244","CUBA","SYNGENTA",101515649.357932,2167031.13764033,51327198.5389136,150763590.940748,5976.861,305773469.975234
"245","CUBA","UNITED-PHOSPHOROUS/UPL",259792.254840956,65.6860868413017,31676.6465331157,4375.79247935241,865.793,295910.379940265
"246","CUBA","VARIOUS",436197072.63909,74481568.5643577,4473131.32885073,5490279989.65987,15247.645,6005431762.19217
"247","CZECH REP.","ADAMA",98911623.6160821,6036002.62683843,14584073.4266256,258358459.584703,16328.417,377890159.254249
"248","CZECH REP.","BASF",122953509.651289,9646583.99565831,14479113.7280472,540687006.934534,34692.662,687766214.309529
"249","CZECH REP.","BAYER-CROPSCIENCE",97727839.5786926,4382924.22605969,8227146.20438975,165232502.136146,37960.785,275570412.145288
"250","CZECH REP.","BELCHIM",22476190.418573,1161356.89915689,2271824.26316565,34019626.6468902,3010.298,59928998.2277858
"251","CZECH REP.","CORTEVA-(DOW/DUPONT)",409775244.85461,11344877.7286414,187713329.079608,439020321.634049,29280.415,1047853773.29691
"252","CZECH REP.","FMC",72710541.7160306,3593686.85976994,16664837.4325116,97784081.1987392,13208.14,190753147.207051
"253","CZECH REP.","MITSUI-CHEMICAL-AGRO-SANKYO",3393478.46610186,618323.126793978,25280.9450995575,16171559.5845939,128.213,20208642.1225893
"254","CZECH REP.","NUFARM",3161816.31887428,195807.317010001,196275.232293194,4800623.68893229,2033.48,8354522.55710976
"255","CZECH REP.","SUMITOMO-CORP",42599898.1287476,1008643.02048734,11480640.3974469,20783090.8539346,7900.195,75872272.4006164
"256","CZECH REP.","SYNGENTA",146680617.701153,6171910.9588022,25342505.3240019,319369082.728277,19920.332,497564116.712234
"257","CZECH REP.","UNITED-PHOSPHOROUS/UPL",56007471.444125,2705889.486362,13582390.0959217,198975258.931895,5846.332,271271009.958304
"258","CZECH REP.","VARIOUS",182688770.372793,13210336.1320797,37803719.6362322,400502498.519363,23420.262,634205324.660468
"259","DENMARK","ADAMA",31920584.7439134,559005.822166418,15859482.9489518,14368320.7238424,6636.031,62707394.2388741
"260","DENMARK","ALBAUGH",966.51936207322,1.13327230212278,95.964100759138,75.8645930812492,23.418,1139.48132821573
"261","DENMARK","BASF",98406344.2009041,4166691.3564527,21361904.0975925,212135677.005683,22799.466,336070616.660632
"262","DENMARK","BAYER-CROPSCIENCE",37123996.8966139,948121.419009546,3151607.39501291,39046711.3132363,32183.949,80270437.0238727
"263","DENMARK","BELCHIM",1201912.81389677,36519.2190666765,162801.950006518,2187944.28042548,1363.674,3589178.26339544
"264","DENMARK","CORTEVA-(DOW/DUPONT)",40673371.3028658,2204006.10326743,1994112.43866083,461026619.559688,18399.785,505898109.404482
"265","DENMARK","FMC",811511.13251928,30118.2065052403,130064.199909768,1148373.63825052,3683.732,2120067.17718481
"266","DENMARK","JANSSEN",0,0,0,413.480161820689,10.941,413.480161820689
"267","DENMARK","NIPPON-SODA-CO.LTD",4920.59284062564,252.162550633404,290.498598632551,15217.4829586904,330.497,20680.736948582
"268","DENMARK","NUFARM",17671112.1285936,60102.928279849,10209999.3923695,1478836.52748862,1057.495,29420050.9767315
"269","DENMARK","SYNGENTA",175639581.574643,1734743.02611757,74729313.8430317,133598097.232136,17379.812,385701735.675929
"270","DENMARK","UNITED-PHOSPHOROUS/UPL",801183.009026222,13229.5671979049,86498.5573760001,647895.673990245,441.741,1548806.80759037
"271","DENMARK","VARIOUS",65857083.2543799,2203674.10234988,12921295.7278919,302222281.845637,5039.068,383204334.930259
"272","DOMINICAN-R.","ABBOTT",1930178.32560768,182083.714308849,145453.970028148,11839806.0553365,57.861,14097522.0652811
"273","DOMINICAN-R.","ADAMA",63125746.2523962,7324105.3638582,4835184.95391333,394813690.008122,1325.512,470098726.57829
"274","DOMINICAN-R.","ADEKA",312048.923895088,47818.4678884635,8233.91758904711,3201726.86121219,305.764,3569828.17058478
"275","DOMINICAN-R.","AMVAC",1940457.86169451,1845874.8456429,589448.217808401,73762534.129886,232.036,78138315.0550318
"276","DOMINICAN-R.","BASF",24860400.6407525,1084042.02866026,3312431.93481858,75818972.0365072,3821.318,105075846.640739
"277","DOMINICAN-R.","BAYER-CROPSCIENCE",1286854293.89519,2419975.41907351,158094804.555734,159177647.480511,7065.258,1606546721.35051
"278","DOMINICAN-R.","CORTEVA-(DOW/DUPONT)",62855418.0503745,6328316.27123536,22498427.8576769,702285625.335009,5822.284,793967787.514296
"279","DOMINICAN-R.","FMC",1789741.38867484,41377.0080310435,188775.587499339,2765013.45390029,867.979,4784907.43810551
"280","DOMINICAN-R.","ISAGRO",226755.123195854,564.248411815205,82947.6647911601,37905.6606623192,8.43,348172.697061149
"281","DOMINICAN-R.","JANSSEN",122818.914861286,2023.8531652977,47123.3587848437,4719.57821296124,26.681,176685.705024389
"282","DOMINICAN-R.","KUMIAI",29075.7955476424,3018.02228890606,1662.69919896493,202696.350942678,37.465,236452.867978191
"283","DOMINICAN-R.","MITSUI-CHEMICAL-AGRO-SANKYO",11935.410931194,1245.18428447181,645.826512759973,84768.9526143155,63.896,98595.3743427412
"284","DOMINICAN-R.","NIPPON-SODA-CO.LTD",45802.1740217676,198.523092595606,5218.52425925183,27918.6732705066,33.435,79137.8946441217
"285","DOMINICAN-R.","NUFARM",845216.036290752,135148.013780453,28849.2578418859,9075641.00450857,140.749,10084854.3124217
"286","DOMINICAN-R.","OTSUKA",106577.77598163,916.652417219286,16248.1083374813,61577.4200559471,14.381,185319.956792278
"287","DOMINICAN-R.","SHANGHAI-AGROCHINA",750265.449157892,70114.5223125876,31100.0684445131,4710217.94475689,15.024,5561697.98467188
"288","DOMINICAN-R.","SINOCHEM",210842839.593947,2567646.94121953,73890314.2364724,186716632.170369,1094.557,474017432.942008
"289","DOMINICAN-R.","SIPCAM-OXON",330160.619735075,34862.8456136395,13315.8737994184,2342058.28126979,3.901,2720397.62041792
"290","DOMINICAN-R.","SUMITOMO CHEMICAL",10960.9019818298,61.7719966212639,1347.24181030823,4140.26791314718,420.061,16510.1837019065
"291","DOMINICAN-R.","SYNGENTA",507028209.116612,8567723.24514947,113260301.970638,559073673.960729,3288.586,1187929908.29313
"292","DOMINICAN-R.","UNITED-PHOSPHOROUS/UPL",304394144.121837,6792596.85942764,67138410.3077497,513103706.464143,1838.215,891428857.753158
"293","DOMINICAN-R.","VARIOUS",4241150758.41496,358823636.125608,865601322.69683,24176234518.5496,25477.571,29641810235.787
"294","ECUADOR","ADAMA",3115105875.7801,235758121.282786,758251254.092961,4069140277.54246,19534.457,8178255528.69831
"295","ECUADOR","AVGUST",444678.806193551,81625.1118493222,91400.4775799279,577435.361195251,43.146,1195139.75681805
"296","ECUADOR","BAYER-CROPSCIENCE",11414500.6787657,894339.318135524,1414524.50815173,39470023.2459624,26868.174,53193387.7510153
"297","ECUADOR","BELCHIM",7490817.24979562,474042.789959503,456613.433710266,87817834.2688761,277.462,96239307.7423415
"298","ECUADOR","FMC",70921351.0955875,8621292.26379891,44962225.5049327,154586808.8823,3872.615,279091677.746619
"299","ECUADOR","SUMITOMO CHEMICAL",41718316.2874813,820444.397299594,19087707.4031492,55052038.5716009,2466.127,116678506.659531
"300","ECUADOR","UNITED-PHOSPHOROUS/UPL",22633790.8034008,51225.5143453987,2495016.45143084,3455783.99457472,287.52,28635816.7637518
"301","ECUADOR","VARIOUS",19259185577.9419,1550563174.22391,5901453440.88144,33723953863.4467,147156.537,60435156056.494
"302","EGYPT","VARIOUS",9382507615.38296,335301593.825068,2870871946.97228,27970016196.7175,108242.832,40558697352.8978
"303","EL SALVADOR","ADAMA",32340883.7560887,2583200.08180364,2122958.73614329,172702244.268179,679.096,209749286.842214
"304","EL SALVADOR","AMVAC",1572738.28746016,2421422.73661506,10659962.5957969,162680888.744138,427.916,177335012.36401
"305","EL SALVADOR","BASF",5903160.95012076,333659.742394983,1709698.94717969,23258604.9321588,1370.416,31205124.5718543
"306","EL SALVADOR","BAYER-CROPSCIENCE",134801526.173646,371728.073459733,16753386.2051338,28695767.207296,4326.157,180622407.659536
"307","EL SALVADOR","CORTEVA-(DOW/DUPONT)",23843980.4000126,2120078.51371001,19667091.4623902,262550068.685476,1547.723,308181219.061589
"308","EL SALVADOR","FMC",212923.598938225,564.610600422315,52545.6164011925,5750477.70537703,378.067,6016511.53131687
"309","EL SALVADOR","SINOCHEM",4827796.95695219,457793.1706198,195949.403042144,30762256.2533274,106.898,36243795.7839415
"310","EL SALVADOR","SUMITOMO CHEMICAL",402.360557245824,7.09305599707941,141.78473720254,476.507681789027,3.713,1027.74603223447
"311","EL SALVADOR","SYNGENTA",91739048.3123502,1509208.10660555,17688949.0516081,101680726.245005,1391.146,212617931.715569
"312","EL SALVADOR","UNITED-PHOSPHOROUS/UPL",74520873.6500667,2834706.5868044,28457357.693511,197462046.513039,1051.917,303274984.443421
"313","EL SALVADOR","VARIOUS",1766179003.84452,68199540.2820703,519315733.361256,4761227946.80414,19056.149,7114922224.29199
"314","ESTONIA","ADAMA",5137550.52749261,299412.844699569,1367744.58295122,10016991.6089635,1758.533,16821699.5641069
"315","ESTONIA","BASF",6074759.54162485,435607.162863653,983241.546715003,20093834.0359128,3961.258,27587442.2871163
"316","ESTONIA","BAYER-CROPSCIENCE",4533235.77275578,232763.577863747,282075.993115127,5708805.20532649,3078.813,10756880.5490612
"317","ESTONIA","FMC",252591.540352988,27056.3741379044,9321.121422208,607695.61707802,140.066,896664.652991121
"318","ESTONIA","NUFARM",1046980.20708469,86813.7362832756,154697.925559213,3584302.64552841,501.545,4872794.51445558
"319","ESTONIA","SYNGENTA",593252.099790228,40205.0278287607,59422.4861101966,1165302.53160443,1879.9,1858182.14533362
"320","ESTONIA","UNITED-PHOSPHOROUS/UPL",6682703.90879546,31560.4563552461,2079547.20083834,1205335.22320843,97.268,9999146.78919747
"321","ESTONIA","VARIOUS",5550447.63439107,161321.782449474,471804.062836012,3635833.7538189,2743.975,9819407.23349546
"322","FINLAND","ADAMA",29499097.6654208,2167327.26843441,9983887.86365947,132770250.127214,2781.055,174420562.924729
"323","FINLAND","BASF",29180441.3986576,187035.734930993,27389484.8940657,20817253.4955623,4088.575,77574215.5232165
"324","FINLAND","BAYER-CROPSCIENCE",46965616.9232614,961787.755600643,13136611.9037341,57331053.8844225,7322.747,118395070.467019
"325","FINLAND","BELCHIM",431.154185270005,42.6987059645882,108.15066403895,991.591191257992,11.314,1573.59474653154
"326","FINLAND","CORTEVA-(DOW/DUPONT)",8982378.6621584,444417.623697873,1943429.16533043,68154169.7740458,7855.408,79524395.2252325
"327","FINLAND","FMC",4605826.44341636,178091.690167059,1337497.20558226,8878748.07216086,1232.671,15000163.4113265
"328","FINLAND","ISHIHARA-SANGYO",1525047.23664173,4176.37153560135,433960.052298976,245068.294890096,384.531,2208251.9553664
"329","FINLAND","JANSSEN",0,0,0,1523.34796460254,16.863,1523.34796460254
"330","FINLAND","NUFARM",2545062.45807264,261300.753258435,226883.608072625,8814062.31455176,1415.608,11847309.1339555
"331","FINLAND","SYNGENTA",30713382.0221128,305335.39812127,41162909.4648877,15734769.8886682,3708.617,87916396.77379
"332","FINLAND","UNITED-PHOSPHOROUS/UPL",15335323.3798832,242240.921808255,11593293.5548682,47953482.7981634,429.986,75124340.6547231
"333","FINLAND","VARIOUS",6252141.38161335,314504.542602159,2037317.08859498,11737621.855692,6110.387,20341584.8685025
"334","FRANCE","ADAMA",3508233989.99255,25021346.1677033,452445461.552272,1022398439.33579,92858.262,5008099237.04832
"335","FRANCE","BASF",673018062.434557,53024311.149926,145056057.687027,3368030534.0359,292956.485,4239128965.30741
"336","FRANCE","BAYER-CROPSCIENCE",1749341268.04425,54040044.3677098,165060584.41637,2801656682.70797,508896.389,4770098579.5363
"337","FRANCE","BELCHIM",242615681.724719,2144487.5237153,30834403.6719049,140127039.900201,68730.265,415721612.82054
"338","FRANCE","CORTEVA-(DOW/DUPONT)",5105124285.50864,37254761.9132167,1517135363.99865,3239963573.67404,101787.16,9899477985.09455
"339","FRANCE","DE-SANGOSSE",2346398702.17884,428566990.28754,27796080.5513159,18276982934.3505,30388.573,21079744707.3682
"340","FRANCE","FMC",414771954.238157,49401125.2204782,51678050.8631418,2149540250.36706,60593.464,2665391380.68884
"341","FRANCE","GOWAN",135795562.665374,1964642.06856847,21362000.8002832,381102130.58515,4451.719,540224336.119375
"342","FRANCE","ISAGRO",2748971.65365431,140120.483135604,133050.368894158,38778242.4377368,205.711,41800384.9434209
"343","FRANCE","MITSUI-CHEMICAL-AGRO-SANKYO",731269590.462093,136802886.801956,5153757.77999486,5295649722.27929,26095.182,6168875957.32333
"344","FRANCE","NUFARM",652746728.157776,105503557.796254,17837863.4768661,1905535995.02305,31527.186,2681624144.45395
"345","FRANCE","PHYTEUROP",1902822969.88851,71587756.1460267,310829341.057228,2540098987.78086,73841.304,4825339054.87262
"346","FRANCE","SAPEC",230223945.268633,5243652.99878774,56151078.1871624,233625331.348824,9727.702,525244007.803407
"347","FRANCE","SUMITOMO CHEMICAL",254226993.17138,11646339.8685175,26799352.3581904,780721750.395888,45850.19,1073394435.79398
"348","FRANCE","SUMITOMO-CORP",350229711.679216,39537878.2022734,51123641.2531515,735282939.074162,8650.876,1176174170.2088
"349","FRANCE","SYNGENTA",4500394220.82358,149293278.581069,596480258.09409,5839781996.74729,350952.786,11085949754.246
"350","FRANCE","UNITED-PHOSPHOROUS/UPL",2696539331.17468,184996752.149424,390773985.810841,6886355220.67119,67393.846,10158665289.8061
"351","FRANCE","VARIOUS",5047100843.39754,921451154.405413,67213675.0610982,20333332291.0564,72445.823,26369097963.9204
"352","GERMANY","ADAMA",1250398521.25747,38915131.1824279,167772890.439012,2713034598.70849,134837.482,4170121141.58739
"353","GERMANY","BASF",627838095.907759,53211620.906941,78315048.9927102,3794990984.75648,227416.646,4554355750.56389
"354","GERMANY","BAYER-CROPSCIENCE",1674859976.67696,102527938.275705,117000304.658101,8335205548.95819,382748.398,10229593768.569
"355","GERMANY","BELCHIM",113980763.052883,1371739.03228159,10080564.2952573,243842563.278873,23705.919,369275629.659295
"356","GERMANY","CORTEVA-(DOW/DUPONT)",1364428909.54694,44650655.9298602,92019347.0545514,3376096031.4241,94917.127,4877194943.95544
"357","GERMANY","DE-SANGOSSE",0,0,0,0,424.354,0
"358","GERMANY","FMC",319567379.039543,19886801.2327097,40671169.6348653,1332247947.81285,70212.93,1712373297.71997
"359","GERMANY","ISHIHARA-SANGYO",978.280761970319,29.6543753711802,67.2859108752511,3894.73269065287,106.111,4969.95373886962
"360","GERMANY","LONZA",0,0,0,0,1875.033,0
"361","GERMANY","MITSUI-CHEMICAL-AGRO-SANKYO",319811617.372142,47888518.1741678,6579563.12361766,3991023079.03923,34127.571,4365302777.70915
"362","GERMANY","NUFARM",87795194.8001217,3428768.7180972,30865167.5716915,256981703.829039,23561.732,379070834.91895
"363","GERMANY","SCOTT",2089.8286172022,5.11307306941173,257.196003296202,342.761128792737,506.376,2694.89882236056
"364","GERMANY","SIPCAM-OXON",4863981.07433904,10233.7292895911,2310089.82973589,686705.704844933,97.999,7871010.33820945
"365","GERMANY","SUMITOMO-CORP",2463775.34577011,126958.172121171,119083.427715366,34537236.0280438,706.619,37247052.9736504
"366","GERMANY","SYNGENTA",2946518124.28927,128072298.815402,483756449.883279,9249859663.64195,220247.949,12808206536.6299
"367","GERMANY","UNITED-PHOSPHOROUS/UPL",68323133.5513452,2734016.56535665,7081294.17698757,555009357.180115,19263.987,633147801.473805
"368","GERMANY","VARIOUS",586519200.62198,9311592.89777024,178684693.850501,1009557678.4517,89471.725,1784073165.82195
"369","GHANA","VARIOUS",0,0,0,0,95050.874,0
"370","GREECE","ADAMA",2891195874.39898,31451717.9738567,419196119.508777,2321989306.77499,22215.523,5663833018.65661
"371","GREECE","BASF",332816324.741456,16211766.0220646,76604460.9126227,1335576035.50066,29130.527,1761208587.1768
"372","GREECE","BAYER-CROPSCIENCE",54847635.5943488,4920045.40232194,4390634.02092641,323950497.918665,29388.902,388108812.936262
"373","GREECE","CORTEVA-(DOW/DUPONT)",100589685.429844,11202759.7839606,4608067.11698479,767550879.993501,23634.626,883951392.32429
"374","GREECE","NUFARM",334642830.301292,30138030.5434353,65383095.0359604,2135816125.13586,10445.469,2565980081.01655
"375","GREECE","SIPCAM-OXON",21309594.8258315,2087966.23292337,3060090.44042788,139957915.038628,1086.025,166415566.537811
"376","GREECE","SYNGENTA",212415318.323359,10545800.8374927,66762348.2578663,759525246.48515,22824.22,1049248713.90387
"377","GREECE","UNITED-PHOSPHOROUS/UPL",256428892.074121,26090830.7917068,62242776.8606155,1948900672.37168,8166.868,2293663172.09813
"378","GREECE","VARIOUS",1536752639.21316,100790331.701141,490554681.941466,7262611558.19579,57107.851,9390709211.05156
"379","GUATEMALA","ADAMA",64030651.2260579,8189293.28461925,2935186.51735702,548169454.213491,2178.962,623324585.241525
"380","GUATEMALA","ADEKA",144390.428751087,20251.1666247034,1865.97365726486,1360517.64384884,25.634,1527025.21288189
"381","GUATEMALA","AMVAC",2347948.21575007,9379024.8328623,10283652.8136618,626431108.855957,1697.344,648441734.718232
"382","GUATEMALA","BASF",50563244.7063229,2770412.89401741,11440321.3634505,186814596.210454,7969.286,251588575.174244
"383","GUATEMALA","BAYER-CROPSCIENCE",807698379.095102,3483785.00360693,105144733.719981,222295284.303707,22495.471,1138622182.1224
"384","GUATEMALA","CORTEVA-(DOW/DUPONT)",560094727.388096,79837622.6362744,97006690.052295,3319871250.94531,15748.646,4056810291.02197
"385","GUATEMALA","FMC",1835638.0156469,21323.1283417452,440307.945798363,1694797.94287122,197.902,3992067.03265823
"386","GUATEMALA","MITSUI-CHEMICAL-AGRO-SANKYO",0,0,0,0,51.401,0
"387","GUATEMALA","NISSAN-CHEMICALS",725.824518406003,65.7699458003032,30.3931067173617,4400.58279606541,7.824,5222.57036698908
"388","GUATEMALA","NUFARM",352384.314203108,65412.0135163776,2471.10768194403,4394345.01405125,3.687,4814612.44945268
"389","GUATEMALA","SINOCHEM",15412819.820637,3097996.58356916,862451.151163217,74114019.7019334,632.382,93487287.2573028
"390","GUATEMALA","SUMITOMO CHEMICAL",1479600.27757572,3166.3905200055,183438.931941658,212714.839194891,998.508,1878920.43923228
"391","GUATEMALA","SYNGENTA",1377722953.48552,87077631.8013255,282097910.231061,1920374545.34636,14409.013,3667273040.86427
"392","GUATEMALA","UNITED-PHOSPHOROUS/UPL",2580129481.83291,339676823.551056,502809642.360953,7292182733.53862,17402.563,10714798681.2835
"393","GUATEMALA","VARIOUS",13485984758.3038,900994566.585722,3068218883.32172,15318122620.7689,57221.827,32773320828.9801
"394","HONDURAS","ADAMA",48244378.2706772,3609039.93954562,5236955.94183532,194414181.996429,1507.399,251504556.148487
"395","HONDURAS","ADEKA",193983.34512499,27670.8480406286,2919.15344337143,1850819.95887769,180.916,2075393.30548668
"396","HONDURAS","AGRIUM",0,0,0,0,177.371,0
"397","HONDURAS","AMVAC",12130152.4275155,32122300.7274886,54887168.8315909,283802563.456859,603.374,382942185.443454
"398","HONDURAS","BASF",9459934.47220751,658972.081349237,2533160.15466737,39887790.6113605,1774.229,52539857.3195846
"399","HONDURAS","BAYER-CROPSCIENCE",282281393.335097,1211630.25579788,34722789.7753403,86697379.2025828,11193.124,404913192.568818
"400","HONDURAS","CORTEVA-(DOW/DUPONT)",242109401.994101,38449621.1050351,44598914.4898393,1248291071.46387,6173.05,1573449009.05284
"401","HONDURAS","FMC",2438603.29612542,280322.252805261,780960.674174292,2700882.67257826,301.205,6200768.89568323
"402","HONDURAS","ISHIHARA-SANGYO",11768.6818436178,132.579128728071,2917.7617000638,8906.54360051812,108.626,23725.5662729278
"403","HONDURAS","NIPPON-KAYAKU",1158798.18134612,94507.9298939159,55578.5000103306,6642825.88038146,29.794,7951710.49163183
"404","HONDURAS","SHANGHAI-AGROCHINA",239.221614194756,7.1477240073588,20.0737780788085,480.175881356598,8.459,746.618997637521
"405","HONDURAS","SINOCHEM",9268163.47166515,1183556.87516321,406013.507697213,55622014.5405945,639.647,66479748.39512
"406","HONDURAS","SUMITOMO CHEMICAL",15547248.9142624,180922.102309466,8028637.0814716,12143771.9639115,191.51,35900580.0619549
"407","HONDURAS","SYNGENTA",104934574.554541,4153371.20564835,27175971.3122496,225079717.662494,4006.096,361343634.734933
"408","HONDURAS","UNITED-PHOSPHOROUS/UPL",238207795.455081,28576642.3027301,50150366.0600004,739350772.339569,2004.513,1056285576.15738
"409","HONDURAS","VARIOUS",2751788777.81978,201188101.463582,667073683.237659,4306431333.23462,18251.099,7926481895.75564
"410","HUNGARY","ADAMA",184897954.860861,12015641.8686955,26307412.3727846,573286905.053809,21561.232,796507914.15615
"411","HUNGARY","BASF",166210437.218927,6290406.95142758,51946240.6927741,351798846.981415,53861.156,576245931.844544
"412","HUNGARY","BAYER-CROPSCIENCE",53786858.9179578,3114359.71283174,3484634.86469127,86333358.0985551,52806.122,146719211.594036
"413","HUNGARY","BELCHIM",119235888.709259,17326880.4197044,5460682.58138776,403951939.466044,5578.602,545975391.176395
"414","HUNGARY","CORTEVA-(DOW/DUPONT)",359837670.455603,13465861.4675834,146995098.838965,560595616.592176,30094.449,1080894247.35433
"415","HUNGARY","FMC",111657035.882753,11154407.1966369,92494078.1262324,614550254.776291,22005.87,829855775.981914
"416","HUNGARY","KWIZDA-AGRO",222845036.071362,28857297.028539,17428064.8672939,976239337.753451,9540.916,1245369735.72065
"417","HUNGARY","MITSUI-CHEMICAL-AGRO-SANKYO",15584743.4157158,2906224.06821739,97843.6124839657,97098411.9964749,113.119,115687223.092892
"418","HUNGARY","NUFARM",431638974.233578,12077932.3925265,202654877.31905,445210525.878935,9360.58,1091582309.82409
"419","HUNGARY","SUMITOMO-CORP",110368034.553362,9999811.16609767,31884603.122793,398912386.501721,12007.171,551164835.343974
"420","HUNGARY","SYNGENTA",1232158672.66826,63917967.0239524,248272364.871156,2949079157.34827,64643.468,4493428161.91165
"421","HUNGARY","UNITED-PHOSPHOROUS/UPL",182042471.60273,10379189.5928819,29660121.1483698,526463334.639359,8868.17,748545116.983341
"422","HUNGARY","VARIOUS",318610167.356737,38262010.370308,46812082.3860762,1026770107.73513,24602.927,1430454367.84825
"423","INDIA","ADAMA",1306451405.91379,97534502.459789,515304977.340829,6869409206.99182,86087.814,8788700092.70623
"424","INDIA","ADEKA",25847931.4486394,655974.518570212,16473224.6001506,48881348.0371102,683.525,91858478.6044704
"425","INDIA","BASF",439054159.296277,42627711.1591812,181692732.085164,3131866639.12149,66079.873,3795241241.66211
"426","INDIA","BAYER-CROPSCIENCE",1745080430.61505,133884162.847905,403060602.219767,9580844633.42176,298705.445,11862869829.1045
"427","INDIA","CORTEVA-(DOW/DUPONT)",1007882346.78276,100603220.593252,596928025.365175,10042396601.3162,170392.038,11747810194.0574
"428","INDIA","FMC",865366344.85535,32069295.6622018,861336457.958696,2031915222.62349,24694.738,3790687321.09974
"429","INDIA","ISAGRO",2560425776.39277,42227687.5125571,914671740.584507,2545863805.72909,5488.799,6063189010.21892
"430","INDIA","RALLIS",3139713224.75589,164152797.441373,1717805849.99673,10147225990.4359,62944.336,15168897862.6299
"431","INDIA","SUMITOMO CHEMICAL",18945327987.4714,247301906.780455,14706712902.9188,16862070284.4583,58026.484,50761413081.6289
"432","INDIA","SYNGENTA",18021330768.9626,426146156.212058,11308400065.0862,29252124102.5985,164683.718,59008001092.8593
"433","INDIA","UNITED-PHOSPHOROUS/UPL",4609740842.45348,353428510.648688,3194503438.40057,30878451875.3708,136129.297,39036124666.8735
"434","INDIA","VARIOUS",136502285702.849,4329399162.6349,75817321145.6413,320543280398.856,951709.062,537192286409.981
"435","INDONESIA","BASF",1180816138.66343,35769801.7033413,683761880.569764,2649989494.38815,35169.993,4550337315.32468
"436","INDONESIA","BAYER-CROPSCIENCE",109372577.998564,8321761.16645539,27422854.3765681,576678437.34173,95951.515,721795630.883318
"437","INDONESIA","CORTEVA-(DOW/DUPONT)",1044968622.7521,89049044.4646849,849660916.39876,8585204712.11952,86892.088,10568883295.7351
"438","INDONESIA","FMC",1401216914.91574,44439864.5558254,867900085.762705,3074567210.46551,22197.891,5388124075.69978
"439","INDONESIA","NUFARM",366863867.312377,25985301.375375,76758909.6973862,3416465946.38606,21084.563,3886074024.77119
