"","Active Ingredient","Country","group","IS_Air_emission","IS_Agr_soil_emission_field","IS_Freshwater_emission_offField","IS_Nat_soil_emission_offField","IS_Agr_soil_emission_offField","UnitIS_Air_emission","UnitIS_Agr_soil_emission_field","UnitIS_Freshwater_emission_offField","UnitIS_Nat_soil_emission_offField","UnitIS_Agr_soil_emission_offField","AnnualIS_Air_emission","AnnualIS_Agr_soil_emission_field","AnnualIS_Freshwater_emission_offField","AnnualIS_Nat_soil_emission_offField","AnnualIS_Agr_soil_emission_offField","sumIS","sumIS_drift","IS_Air_emission_drift","IS_Agr_soil_emission_field_drift","IS_Agr_soil_emission_offField_drift","IS_Freshwater_emission_offField_drift","IS_Nat_soil_emission_offField_drift","sumUnitIS","sumUnitIS_drift","UnitIS_Air_emission_drift","UnitIS_Agr_soil_emission_field_drift","UnitIS_Agr_soil_emission_offField_drift","UnitIS_Freshwater_emission_offField_drift","UnitIS_Nat_soil_emission_offField_drift","sumAnnualIS","sumAnnualIS_drift","AnnualIS_Air_emission_drift","AnnualIS_Agr_soil_emission_field_drift","AnnualIS_Agr_soil_emission_offField_drift","AnnualIS_Freshwater_emission_offField_drift","AnnualIS_Nat_soil_emission_offField_drift"
"91","TERBUTHYLAZINE","SPAIN","original method",1796.970149,10940.78355,111.1215556,163.5018524,18.48749611,2351.759525544,14318.59729872,145.4287801824,213.9807603648,24.1952517092,115121095.7,700910357.2,7118891.339,10474582.67,1184382.951,13030.86460311,13030.86460311,1796.970149,10940.78355,18.48749611,111.1215556,163.5018524,17053.9616165204,17053.9616165204,2351.759525544,14318.59729872,24.1952517092,145.4287801824,213.9807603648,834809309.86,834809309.86,115121095.7,700910357.2,1184382.951,7118891.339,10474582.67
"92","TERBUTHYLAZINE","SPAIN","refined method - original",1796.970149,7820.101747,1592.944598,1553.469564,1710.625624,2351.759525544,10234.448680456,2084.74394128,2033.081543064,2238.757336816,115121095.7,500986998.3,102050402.7,99521474.15,109589520,14474.111682,1443.24707889,0,-3120.681803,1692.13812789,1481.8230424,1389.9677116,18942.79102716,1888.8294106396,0,-4084.148618264,2214.5620851068,1939.3151610976,1819.1007826992,927269490.85,92460180.99,0,-199923358.9,108405137.049,94931511.361,89046891.48
"93","TERBUTHYLAZINE","SPAIN","50% drift - refined",1796.970149,9472.880129977,796.472299091448,776.734782096531,855.312812179403,2351.75952492166,12397.4992497856,1042.37197082375,1016.54077178189,1119.37866856042,115121095.625536,606870592.646847,51025201.3689945,49760737.0802322,54794759.9994612,13698.3701723444,-775.741509655616,0,1652.778382977,-855.312811820597,-796.472298908552,-776.734781903469,17927.5501858733,-1015.2408412867,-6.22335846856004e-07,2163.05056932958,-1119.37866825558,-1042.37197045625,-1016.54077128211,877572386.72107,-49697104.1289296,-0.0744640082120895,105883594.346847,-54794760.0005388,-51025201.3310055,-49760737.0697678
"94","TERBUTHYLAZINE","SPAIN","75% drift - refined",1796.970149,10299.2693204885,398.236149545724,388.367391048266,427.656406089701,2351.75952492166,13479.0245334188,521.185985411873,508.270385890943,559.689334280211,115121095.625536,659812389.747775,25512600.6844973,24880368.5401161,27397379.9997306,13310.4994161722,-1163.61226582781,0,2479.1675734885,-1282.9692179103,-1194.70844845428,-1165.10217295173,17419.9297639235,-1522.86126323647,-6.22335846856004e-07,NA,-1679.06800253579,-1563.55795586813,-1524.81115717306,852723834.597655,-74545656.2523448,-0.0744640082120895,158825391.447775,-82192140.0002694,-76537802.0155027,-74641105.6098839
"95","TERBUTHYLAZINE","SPAIN","90% drift - refined",1796.970149,10299.2693204885,159.29445981829,155.346956419306,171.06256243588,2351.75952492166,13479.0245334188,208.474394164749,203.308154356377,223.875733712084,115121095.625536,659812389.747775,10205040.2737989,9952147.41604643,10958951.9998922,12581.943448162,-1892.16823383802,0,2479.1675734885,-1539.56306156412,-1433.65013818171,-1398.12260758069,16466.4423405737,-2476.34868658629,-6.22335846856004e-07,3244.57585296284,-2014.88160310392,-1876.26954711525,-1829.77338870762,806049625.063049,-121219865.786951,-0.0744640082120895,158825391.447775,-98630568.0001078,-91845362.4262011,-89569326.7339536
"96","THIAMETHOXAM","BRAZIL","original method",68.9399534325217,114.522935992893,2.14427738588567,7.49714146870413,0.849621227882157,0.0986942261141232,0.159997379298967,0.00306984383882214,0.0107332445200652,0.00121635591586851,46168072.215776,75727257.1877543,1436013.84957166,5020805.1684941,568987.88297189,193.953929507887,193.953929507887,68.9399534325217,114.522935992893,0.849621227882157,2.14427738588567,7.49714146870413,0.273711049687846,0.273711049687846,0.0986942261141232,0.159997379298967,0.00121635591586851,0.00306984383882214,0.0107332445200652,128921136.304568,128921136.304568,46168072.215776,75727257.1877543,568987.88297189,1436013.84957166,5020805.1684941
"97","THIAMETHOXAM","BRAZIL","refined method - original",68.9399534325217,113.152670224793,3.85002768388721,10.2051892669975,4.03677142550836,0.09980800303687,0.159505004978892,0.00555395744733534,0.014721760892252,0.00582334948663387,46634054.940216,75416052.2624325,2596058.87797426,6881319.9213998,2721979.4657801,200.184612033708,6.23068252582107,0,-1.37026576810004,3.1871501976262,1.70575029800154,2.70804779829335,0.285412075841983,0.011701026154137,0.00111377692274682,-0.000492374320075178,0.00460699357076536,0.0024841136085132,0.00398851637218675,134249465.467803,5328329.1632347,465982.724440001,-311204.925321802,2152991.58280821,1160045.0284026,1860514.7529057
"98","THIAMETHOXAM","BRAZIL","50% drift - refined",68.9399534325165,114.805201808589,1.92501384168891,5.10259463301466,2.01838571241739,0.0986942259355085,0.160391812697052,0.00275567280062444,0.00730440526623657,0.00288933538472522,46168072.1233335,75913922.1365408,1289115.4515568,3417031.83738094,1351643.37665018,192.791149428226,-7.39346260548186,-5.21538368047914e-12,1.65253158379545,-2.01838571309097,-1.9250138421983,-5.10259463398283,0.272035452084147,-0.0133766237578367,-0.00111377710136149,0.000886807718159743,-0.00293401410190866,-0.0027982846467109,-0.0074173556260154,128139784.925462,-6109680.5423405,-465982.816882536,497869.874108255,-1370336.08912992,-1306943.42641746,-3464288.08401886
"99","THIAMETHOXAM","BRAZIL","75% drift - refined",68.9399534325165,115.631467606692,0.962506920844454,2.55129731650733,1.00919285620869,0.0986942259355085,0.161546050289075,0.00137783640031222,0.00365220263311828,0.00144466769236261,46168072.1233335,76460256.1708252,644557.725778399,1708515.91869047,675821.68832509,189.094418132769,-11.0901939009385,-5.21538368047914e-12,2.47879738189933,-3.02757856929967,-2.88752076304276,-7.65389195049015,0.266714982950376,-0.018697092891607,-0.00111377710136149,NA,-0.00437868179427127,-0.00417612104702312,-0.0110695582591337,125657223.626953,-8592241.84085004,-465982.816882536,1044203.90839267,-2046157.77745501,-1951501.15219586,-5172804.00270933
"100","THIAMETHOXAM","BRAZIL","90% drift - refined",68.9399534325165,115.631467606692,0.385002768337782,1.02051892660293,0.403677142483477,0.0986942259355085,0.161546050289075,0.000551134560124889,0.00146088105324731,0.000577867076945043,46168072.1233335,76460256.1708252,257823.09031136,683406.367476187,270328.675330036,186.380619876633,-13.8039921570747,-5.21538368047914e-12,2.47879738189933,-3.63309428302488,-3.46502491554943,-9.18467034039455,0.2628301589149,-0.0225819169270829,-0.00111377710136149,0.00204104531018245,-0.00524548240968883,-0.00500282288721045,-0.0132608798390047,123839886.427276,-10409579.0405264,-465982.816882536,1044203.90839267,-2451650.79045006,-2338235.7876629,-6197913.55392361
"101","TRIFLOXYSTROBIN","BRAZIL","original method",45.60453017,1.17775140728602,6.418139815,0.063790425,0.007229272,0.159438984818305,0.00410851975127917,0.0224385974934233,0.00022301906915124,2.52744190083874e-05,85769716.806732,2212623.65762394,12070775.2575034,119972.439370368,13596.294597174,53.271441089286,53.271441089286,45.60453017,1.17775140728602,0.007229272,6.418139815,0.063790425,0.186234395551167,0.186234395551167,0.159438984818305,0.00410851975127917,2.52744190083874e-05,0.0224385974934233,0.00022301906915124,100186684.455827,100186684.455827,85769716.806732,2212623.65762394,13596.294597174,12070775.2575034,119972.439370368
"102","TRIFLOXYSTROBIN","BRAZIL","refined method - original",45.60453017,1.16365113754001,11.52808386,0.08686522,0.03436121,0.159438984818305,0.0040593317538532,0.0403035834425997,0.000303691382346475,0.000120130967311923,85769716.806732,2186133.69627555,21681190.09267,163369.851107602,64624.089391601,58.41749159754,5.146050508254,0,-0.0141002697460104,0.027131938,5.109944045,0.023074795,0.204225722364416,0.0179913268132492,0,-4.91879974259795e-05,9.4856548303536e-05,0.0178649859491764,8.06723131952355e-05,109865034.536177,9678350.08034985,0,-26489.9613483902,51027.794794427,9610414.8351666,43397.411737234
"103","TRIFLOXYSTROBIN","BRAZIL","50% drift - refined",45.60453017,1.18065196485619,5.76404192718584,0.0434326098931372,0.0171806048967769,0.159438985006324,0.00411863818001064,0.0201517917403951,0.000151845687516649,6.00654846421103e-05,85769716.9087311,2218072.89077129,10840595.0571552,81684.9256259256,32312.044720651,52.6098372768319,-5.80765432070806,7.105427357601e-15,0.0170008273161852,-0.0171806051032231,-5.76404193281417,-0.0434326101068628,0.183921326098888,-0.0203043962655279,1.88018961511105e-10,5.9306426157449e-05,-6.00654826698132e-05,-0.0201517917022046,-0.000151845694829826,98942381.8270041,-10922652.7091727,0.101999059319496,31939.1944957403,-32312.04467095,-10840595.0355148,-81684.9254816764
"104","TRIFLOXYSTROBIN","BRAZIL","75% drift - refined",45.60453017,1.18915237840428,2.88202096359292,0.0217163049465686,0.00859030244838847,0.159438985006324,0.00414829139605329,0.0100758958701975,7.59228437583245e-05,3.00327423210551e-05,85769716.9087311,2234042.48842801,5420297.52857758,40842.4628129628,16156.0223603255,49.7060101193922,-8.71148147814785,7.105427357601e-15,0.0255012408642787,-0.0257709075516115,-8.64606289640708,-0.0651489150534314,0.173769127858654,-0.0304565945057621,1.88018961511105e-10,NA,-9.00982249908683e-05,-0.0302276875724022,-0.000227768538588151,93481055.4109099,-16383979.1252668,0.101999059319496,47908.7921524621,-48468.0670312755,-16260892.5640924,-122527.388294639
"105","TRIFLOXYSTROBIN","BRAZIL","90% drift - refined",45.60453017,1.18915237840428,1.15280838543717,0.00868652197862744,0.00343612097935539,0.159438985006324,0.00414829139605329,0.00403035834807901,3.03691375033298e-05,1.20130969284221e-05,85769716.9087311,2234042.48842801,2168119.01143103,16336.9851251851,6462.40894413019,47.9586135767994,-10.4588780207406,7.105427357601e-15,0.0255012408642787,-0.0309250890206446,-10.3752754745628,-0.0781786980213726,0.167660016984888,-0.0365657053795283,1.88018961511105e-10,8.89596422000974e-05,-0.000108117870383501,-0.0362732250945207,-0.000273322244843146,90194677.8026594,-19670356.7335173,0.101999059319496,47908.7921524621,-58161.6804474708,-19513071.081239,-147032.865982417
